,Input,Response
3956,Vor allem sollten Sie besser auf Ihre Gesundheit achten.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Vor allem sollten <u title='sie || Sie'>Sie<\/u> besser auf <u title='ihre || Ihre'>Ihre<\/u> Gesundheit achten."",""model"":""UNK"",""editXml"":""Vor allem sollten <DBT TOK='sie || Sie'>Sie<\/DBT> besser auf <DBT TOK='ihre || Ihre'>Ihre<\/DBT> Gesundheit achten."",""corrected"":""Vor allem sollten Sie besser auf Ihre Gesundheit achten."",""editOps"":[{""LTID"":"""",""beg"":18,""kind"":""DBT"",""alt"":""sie || Sie"",""text"":""Sie""},{""LTID"":"""",""beg"":33,""kind"":""DBT"",""alt"":""ihre || Ihre"",""text"":""Ihre""}]}"
3957,Es taugt zu nichts.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es taugt zu nichts."",""model"":""UNK"",""editXml"":""Es taugt zu nichts."",""corrected"":""Es taugt zu nichts."",""editOps"":[]}"
3958,Wozu spielst du Baseball?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wozu spielst du Baseball?"",""model"":""UNK"",""editXml"":""Wozu spielst du Baseball?"",""corrected"":""Wozu spielst du Baseball?"",""editOps"":[]}"
3959,Wofür hast du es gekauft?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wofür hast du es gekauft?"",""model"":""UNK"",""editXml"":""Wofür hast du es gekauft?"",""corrected"":""Wofür hast du es gekauft?"",""editOps"":[]}"
3960,"Ich weiß nicht, wie ich auf diese Frage antworten soll.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich weiß nicht, wie ich auf diese Frage antworten soll."",""model"":""UNK"",""editXml"":""Ich weiß nicht, wie ich auf diese Frage antworten soll."",""corrected"":""Ich weiß nicht, wie ich auf diese Frage antworten soll."",""editOps"":[]}"
3961,Wie gut sie singt!,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wie gut sie singt!"",""model"":""UNK"",""editXml"":""Wie gut sie singt!"",""corrected"":""Wie gut sie singt!"",""editOps"":[]}"
3962,"Ich wusste nicht, was ich sagen soll.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich wusste nicht, was ich sagen soll."",""model"":""UNK"",""editXml"":""Ich wusste nicht, was ich sagen soll."",""corrected"":""Ich wusste nicht, was ich sagen soll."",""editOps"":[]}"
3963,Das kann ich nicht sagen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Das kann ich nicht sagen."",""model"":""UNK"",""editXml"":""Das kann ich nicht sagen."",""corrected"":""Das kann ich nicht sagen."",""editOps"":[]}"
3964,"Es fehlen mir die Worte, meinen Dank auszudrücken.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es fehlen mir die Worte, meinen Dank auszudrücken."",""model"":""UNK"",""editXml"":""Es fehlen mir die Worte, meinen Dank auszudrücken."",""corrected"":""Es fehlen mir die Worte, meinen Dank auszudrücken."",""editOps"":[]}"
3965,"Mir fehlen die Worte, um meine Dankbarkeit auszudrücken.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Mir fehlen die Worte, um meine Dankbarkeit auszudrücken."",""model"":""UNK"",""editXml"":""Mir fehlen die Worte, um meine Dankbarkeit auszudrücken."",""corrected"":""Mir fehlen die Worte, um meine Dankbarkeit auszudrücken."",""editOps"":[]}"
3966,"Mir fehlen die Worte, um meiner Dankbarkeit Ausdruck zu verleihen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Mir fehlen die Worte, um meiner Dankbarkeit Ausdruck zu verleihen."",""model"":""UNK"",""editXml"":""Mir fehlen die Worte, um meiner Dankbarkeit Ausdruck zu verleihen."",""corrected"":""Mir fehlen die Worte, um meiner Dankbarkeit Ausdruck zu verleihen."",""editOps"":[]}"
3967,In etwa verstehe ich es.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""In etwa verstehe ich es."",""model"":""UNK"",""editXml"":""In etwa verstehe ich es."",""corrected"":""In etwa verstehe ich es."",""editOps"":[]}"
3968,"Ich muss sie retten, koste es, was es wolle.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich muss sie retten, koste es, was es wolle."",""model"":""UNK"",""editXml"":""Ich muss sie retten, koste es, was es wolle."",""corrected"":""Ich muss sie retten, koste es, was es wolle."",""editOps"":[]}"
3969,Ich muss das ertrinkende Kind auf alle Fälle retten.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich muss das ertrinkende Kind auf alle Fälle retten."",""model"":""UNK"",""editXml"":""Ich muss das ertrinkende Kind auf alle Fälle retten."",""corrected"":""Ich muss das ertrinkende Kind auf alle Fälle retten."",""editOps"":[]}"
3970,"Ich habe alles versucht, um ihn am Leben zu erhalten.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe alles versucht, um ihn am Leben zu erhalten."",""model"":""UNK"",""editXml"":""Ich habe alles versucht, um ihn am Leben zu erhalten."",""corrected"":""Ich habe alles versucht, um ihn am Leben zu erhalten."",""editOps"":[]}"
3971,Könnten Sie sich Zeit für mich nehmen?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Könnten Sie sich Zeit für mich nehmen?"",""model"":""UNK"",""editXml"":""Könnten Sie sich Zeit für mich nehmen?"",""corrected"":""Könnten Sie sich Zeit für mich nehmen?"",""editOps"":[]}"
3972,"Ich schaffte es, mich auf Englisch verständlich zu machen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Englisch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Ich schaffte es, mich auf Englisch verständlich zu machen."",""model"":""UNK"",""editXml"":""Ich schaffte es, mich auf Englisch verständlich zu machen."",""corrected"":""Ich schaffte es, mich auf Englisch verständlich zu machen."",""editOps"":[]}"
3973,Was für eine schöne Puppe!,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Was für eine schöne Puppe!"",""model"":""UNK"",""editXml"":""Was für eine schöne Puppe!"",""corrected"":""Was für eine schöne Puppe!"",""editOps"":[]}"
3974,"Werden Sie es hinkriegen, mein Auto zu reparieren?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Werden Sie es hinkriegen, mein Auto zu reparieren?"",""model"":""UNK"",""editXml"":""Werden Sie es hinkriegen, mein Auto zu reparieren?"",""corrected"":""Werden Sie es hinkriegen, mein Auto zu reparieren?"",""editOps"":[]}"
3975,Herr Soundso hat heute angerufen.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Soundso<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Herr Soundso hat heute angerufen."",""model"":""UNK"",""editXml"":""Herr Soundso hat heute angerufen."",""corrected"":""Herr Soundso hat heute angerufen."",""editOps"":[]}"
3976,"Es ist zu deinem Vorteil, alles zu lernen, was du kannst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es ist zu deinem Vorteil, alles zu lernen, was du kannst."",""model"":""UNK"",""editXml"":""Es ist zu deinem Vorteil, alles zu lernen, was du kannst."",""corrected"":""Es ist zu deinem Vorteil, alles zu lernen, was du kannst."",""editOps"":[]}"
3977,Wir können nicht in allen Punkten unseren Willen bekommen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir können nicht in allen Punkten unseren Willen bekommen."",""model"":""UNK"",""editXml"":""Wir können nicht in allen Punkten unseren Willen bekommen."",""corrected"":""Wir können nicht in allen Punkten unseren Willen bekommen."",""editOps"":[]}"
3978,Er gab ihm einen Hinweis.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Er gab ihm einen Hinweis."",""model"":""UNK"",""editXml"":""Er gab ihm einen Hinweis."",""corrected"":""Er gab ihm einen Hinweis."",""editOps"":[]}"
3979,"Bedienen Sie sich doch mit allem, was Sie mögen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bedienen Sie sich doch mit allem, was Sie mögen."",""model"":""UNK"",""editXml"":""Bedienen Sie sich doch mit allem, was Sie mögen."",""corrected"":""Bedienen Sie sich doch mit allem, was Sie mögen."",""editOps"":[]}"
3980,"Bitte nehmen Sie sich, was auch immer Sie mögen!","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bitte nehmen Sie sich, was auch immer Sie mögen!"",""model"":""UNK"",""editXml"":""Bitte nehmen Sie sich, was auch immer Sie mögen!"",""corrected"":""Bitte nehmen Sie sich, was auch immer Sie mögen!"",""editOps"":[]}"
3981,"Bitte nimm dir, was auch immer du magst!","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bitte nimm dir, was auch immer du magst!"",""model"":""UNK"",""editXml"":""Bitte nimm dir, was auch immer du magst!"",""corrected"":""Bitte nimm dir, was auch immer du magst!"",""editOps"":[]}"
3982,"In allem geübt, in nichts ein Meister.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""In allem geübt, in nichts ein Meister."",""model"":""UNK"",""editXml"":""In allem geübt, in nichts ein Meister."",""corrected"":""In allem geübt, in nichts ein Meister."",""editOps"":[]}"
3983,Es kann nicht immer nach der eigenen Nase gehen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es kann nicht immer nach der eigenen Nase gehen."",""model"":""UNK"",""editXml"":""Es kann nicht immer nach der eigenen Nase gehen."",""corrected"":""Es kann nicht immer nach der eigenen Nase gehen."",""editOps"":[]}"
3984,Ich bin zu allem bereit.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich bin zu allem bereit."",""model"":""UNK"",""editXml"":""Ich bin zu allem bereit."",""corrected"":""Ich bin zu allem bereit."",""editOps"":[]}"
3985,"Hör auf, so viel Aufhebens wegen nichts zu machen!","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Hör auf, so viel Aufhebens wegen nichts zu machen!"",""model"":""UNK"",""editXml"":""Hör auf, so viel Aufhebens wegen nichts zu machen!"",""corrected"":""Hör auf, so viel Aufhebens wegen nichts zu machen!"",""editOps"":[]}"
3986,Ich stehe Ihnen ganz zu Diensten.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich stehe Ihnen ganz zu Diensten."",""model"":""UNK"",""editXml"":""Ich stehe Ihnen ganz zu Diensten."",""corrected"":""Ich stehe Ihnen ganz zu Diensten."",""editOps"":[]}"
3987,Ich stehe dir vollständig zur Verfügung.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich stehe dir vollständig zur Verfügung."",""model"":""UNK"",""editXml"":""Ich stehe dir vollständig zur Verfügung."",""corrected"":""Ich stehe dir vollständig zur Verfügung."",""editOps"":[]}"
3988,"Ich bin sicher, dass die Menschen doppelt so lange leben würden, wenn sie damit aufhörten, sich über alles aufzuregen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich bin sicher, dass die Menschen doppelt so lange leben würden, wenn sie damit aufhörten, sich über alles aufzuregen."",""model"":""UNK"",""editXml"":""Ich bin sicher, dass die Menschen doppelt so lange leben würden, wenn sie damit aufhörten, sich über alles aufzuregen."",""corrected"":""Ich bin sicher, dass die Menschen doppelt so lange leben würden, wenn sie damit aufhörten, sich über alles aufzuregen."",""editOps"":[]}"
3989,"Iss, was du möchtest.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Iss, was du möchtest."",""model"":""UNK"",""editXml"":""Iss, was du möchtest."",""corrected"":""Iss, was du möchtest."",""editOps"":[]}"
3990,Woraus ist es hergestellt?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""<u title='Worum || Woraus'>Woraus<\/u> ist es hergestellt?"",""model"":""UNK"",""editXml"":""<DBT TOK='Worum || Woraus'>Woraus<\/DBT> ist es hergestellt?"",""corrected"":""Woraus ist es hergestellt?"",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""DBT"",""alt"":""Worum || Woraus"",""text"":""Woraus""}]}"
3991,"Es ist mir egal, was du sagst. Es wird nicht passieren!","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es ist mir egal, was du sagst. Es wird nicht passieren!"",""model"":""UNK"",""editXml"":""Es ist mir egal, was du sagst. Es wird nicht passieren!"",""corrected"":""Es ist mir egal, was du sagst. Es wird nicht passieren!"",""editOps"":[]}"
3992,"Ich habe nicht gehört, was du gesagt hast.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe nicht gehört, was du gesagt hast."",""model"":""UNK"",""editXml"":""Ich habe nicht gehört, was du gesagt hast."",""corrected"":""Ich habe nicht gehört, was du gesagt hast."",""editOps"":[]}"
3993,Was hat mein Buch hier zu suchen?,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>hat, mein, Buch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Was hat mein Buch hier zu suchen?"",""model"":""UNK"",""editXml"":""Was hat mein Buch hier zu suchen?"",""corrected"":""Was hat mein Buch hier zu suchen?"",""editOps"":[]}"
3994,"Wir diskutierten, was zu tun ist.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir diskutierten, was zu tun ist."",""model"":""UNK"",""editXml"":""Wir diskutierten, was zu tun ist."",""corrected"":""Wir diskutierten, was zu tun ist."",""editOps"":[]}"
3995,Er machte monatelang fast nichts.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Er machte monatelang fast nichts."",""model"":""UNK"",""editXml"":""Er machte monatelang fast nichts."",""corrected"":""Er machte monatelang fast nichts."",""editOps"":[]}"
3996,"Wie wäre es, etwas Kaltes zu trinken?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wie wäre es, etwas Kaltes zu trinken?"",""model"":""UNK"",""editXml"":""Wie wäre es, etwas Kaltes zu trinken?"",""corrected"":""Wie wäre es, etwas Kaltes zu trinken?"",""editOps"":[]}"
3997,Ich möchte etwas Kaltes trinken.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich möchte etwas Kaltes trinken."",""model"":""UNK"",""editXml"":""Ich möchte etwas Kaltes trinken."",""corrected"":""Ich möchte etwas Kaltes trinken."",""editOps"":[]}"
3998,Hast du an einen guten Plan gedacht?,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>du<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Hast du an einen guten Plan gedacht?"",""model"":""UNK"",""editXml"":""Hast du an einen guten Plan gedacht?"",""corrected"":""Hast du an einen guten Plan gedacht?"",""editOps"":[]}"
3999,"Er sagt ""ich möchte"", wenn er etwas will und ""nein"" wenn nicht.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Er sagt \""<u title='Ich || ich'>ich<\/u> möchte\"", wenn er etwas will und \""nein\"" wenn nicht."",""model"":""UNK"",""editXml"":""Er sagt \""<DBT TOK='Ich || ich'>ich<\/DBT> möchte\"", wenn er etwas will und \""nein\"" wenn nicht."",""corrected"":""Er sagt \""ich möchte\"", wenn er etwas will und \""nein\"" wenn nicht."",""editOps"":[{""LTID"":"""",""beg"":9,""kind"":""DBT"",""alt"":""Ich || ich"",""text"":""ich""}]}"
4000,"Ich dachte, du warst aus geschäftlichen Gründen gekommen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich dachte, du warst aus geschäftlichen Gründen gekommen."",""model"":""UNK"",""editXml"":""Ich dachte, du warst aus geschäftlichen Gründen gekommen."",""corrected"":""Ich dachte, du warst aus geschäftlichen Gründen gekommen."",""editOps"":[]}"
4001,Nimmst du regelmäßig Medikamente?,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>du<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Nimmst du regelmäßig Medikamente?"",""model"":""UNK"",""editXml"":""Nimmst du regelmäßig Medikamente?"",""corrected"":""Nimmst du regelmäßig Medikamente?"",""editOps"":[]}"
4002,Ein gewisses Problem könnte herauskommen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ein gewisses Problem könnte herauskommen."",""model"":""UNK"",""editXml"":""Ein gewisses Problem könnte herauskommen."",""corrected"":""Ein gewisses Problem könnte herauskommen."",""editOps"":[]}"
4003,Gibt es irgendwelche Landmarken?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Gibt es irgendwelche Landmarken?"",""model"":""UNK"",""editXml"":""Gibt es irgendwelche Landmarken?"",""corrected"":""Gibt es irgendwelche Landmarken?"",""editOps"":[]}"
4004,Riechst du nichts Ungewöhnliches?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Riechst du nichts Ungewöhnliches?"",""model"":""UNK"",""editXml"":""Riechst du nichts Ungewöhnliches?"",""corrected"":""Riechst du nichts Ungewöhnliches?"",""editOps"":[]}"
4005,"Es müsste dort etwas geben für uns, über das wir sprechen sollten.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es müsste dort etwas geben für uns, über das wir sprechen sollten."",""model"":""UNK"",""editXml"":""Es müsste dort etwas geben für uns, über das wir sprechen sollten."",""corrected"":""Es müsste dort etwas geben für uns, über das wir sprechen sollten."",""editOps"":[]}"
4006,Sie musste etwas Seltsames gefühlt haben.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie musste etwas Seltsames gefühlt haben."",""model"":""UNK"",""editXml"":""Sie musste etwas Seltsames gefühlt haben."",""corrected"":""Sie musste etwas Seltsames gefühlt haben."",""editOps"":[]}"
4007,Es muss da einen anderen Weg geben.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es muss da einen anderen Weg geben."",""model"":""UNK"",""editXml"":""Es muss da einen anderen Weg geben."",""corrected"":""Es muss da einen anderen Weg geben."",""editOps"":[]}"
4008,Es muss doch noch eine andere Möglichkeit geben!,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es muss doch noch eine andere Möglichkeit geben!"",""model"":""UNK"",""editXml"":""Es muss doch noch eine andere Möglichkeit geben!"",""corrected"":""Es muss doch noch eine andere Möglichkeit geben!"",""editOps"":[]}"
4009,Ich rieche etwas Fauliges.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich rieche etwas <u title='Vliesiges || Fauliges'>Fauliges<\/u>."",""model"":""UNK"",""editXml"":""Ich rieche etwas <DBT TOK='Vliesiges || Fauliges'>Fauliges<\/DBT>."",""corrected"":""Ich rieche etwas Fauliges."",""editOps"":[{""LTID"":"""",""beg"":17,""kind"":""DBT"",""alt"":""Vliesiges || Fauliges"",""text"":""Fauliges""}]}"
4010,"Lasse es mich wissen, wenn du etwas brauchst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Lasse es mich wissen, wenn du etwas brauchst."",""model"":""UNK"",""editXml"":""Lasse es mich wissen, wenn du etwas brauchst."",""corrected"":""Lasse es mich wissen, wenn du etwas brauchst."",""editOps"":[]}"
4011,"Zögere nicht mir zu sagen, wenn du etwas brauchst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Zögere nicht <u title='mich || mir'>mir<\/u> zu sagen, wenn du etwas brauchst."",""model"":""UNK"",""editXml"":""Zögere nicht <DBT TOK='mich || mir'>mir<\/DBT> zu sagen, wenn du etwas brauchst."",""corrected"":""Zögere nicht mir zu sagen, wenn du etwas brauchst."",""editOps"":[{""LTID"":"""",""beg"":13,""kind"":""DBT"",""alt"":""mich || mir"",""text"":""mir""}]}"
